queries/correct,queries/error,users,timestamp
64,0,63,2018-09-16 7:00:33
70,0,70,2018-09-16 7:15:34
89,0,84,2018-09-16 7:30:35
79,0,78,2018-09-16 7:45:34
65,0,64,2018-09-16 8:00:35
68,0,67,2018-09-16 8:15:34
99,0,97,2018-09-16 8:30:35
95,0,94,2018-09-16 8:45:34
68,0,67,2018-09-16 9:00:35
76,0,76,2018-09-16 9:15:35
73,0,72,2018-09-16 9:30:35
110,0,109,2018-09-16 9:45:34
85,0,84,2018-09-16 10:00:35
130,0,129,2018-09-16 10:15:34
134,0,133,2018-09-16 10:30:34
136,0,135,2018-09-16 10:45:34
113,0,113,2018-09-16 11:00:35
116,0,115,2018-09-16 11:15:34
155,2,157,2018-09-16 11:30:34
223,1,224,2018-09-16 11:45:34
209,0,199,2018-09-16 12:00:35
211,0,210,2018-09-16 12:15:35
253,2,255,2018-09-16 12:30:34
285,4,284,2018-09-16 12:45:34
263,3,266,2018-09-16 13:00:35
273,5,278,2018-09-16 13:15:34
267,3,270,2018-09-16 13:30:34
336,1,337,2018-09-16 13:45:34
333,1,334,2018-09-16 14:00:35
306,0,306,2018-09-16 14:15:34
258,3,261,2018-09-16 14:30:34
283,0,283,2018-09-16 14:45:34
307,2,309,2018-09-16 15:00:34
316,5,321,2018-09-16 15:15:34
376,2,378,2018-09-16 15:30:34
375,4,379,2018-09-16 15:45:35
383,5,388,2018-09-16 16:00:34
397,1,398,2018-09-16 16:15:34
377,1,378,2018-09-16 16:30:33
368,4,372,2018-09-16 16:45:34
325,0,325,2018-09-16 17:00:34
321,1,322,2018-09-16 17:15:33
345,2,347,2018-09-16 17:30:34
337,2,338,2018-09-16 17:45:34
347,2,349,2018-09-16 18:00:34
428,2,430,2018-09-16 18:15:33
468,3,471,2018-09-16 18:30:34
443,1,444,2018-09-16 18:45:33
454,2,456,2018-09-16 19:00:34
478,6,484,2018-09-16 19:15:34
447,5,452,2018-09-16 19:30:33
501,4,505,2018-09-16 19:45:33
480,4,484,2018-09-16 20:00:34
486,6,492,2018-09-16 20:15:34
540,9,549,2018-09-16 20:30:34
533,8,541,2018-09-16 20:45:34
553,6,559,2018-09-16 21:00:33
549,4,553,2018-09-16 21:15:34
513,2,515,2018-09-16 21:30:34
563,1,564,2018-09-16 21:45:33
518,0,518,2018-09-16 22:00:33
548,5,553,2018-09-16 22:15:33
538,8,546,2018-09-16 22:30:33
520,4,524,2018-09-16 22:45:33
428,1,429,2018-09-16 23:00:34
438,2,440,2018-09-16 23:15:33
336,1,337,2018-09-16 23:30:33
313,1,314,2018-09-16 23:45:34
261,2,263,2018-09-17 0:00:33
286,4,290,2018-09-17 0:15:33
278,1,279,2018-09-17 0:30:34
255,2,257,2018-09-17 0:45:33
227,0,227,2018-09-17 1:00:33
266,4,270,2018-09-17 1:15:32
223,2,225,2018-09-17 1:30:34
210,1,211,2018-09-17 1:45:33
192,2,194,2018-09-17 2:00:35
197,3,200,2018-09-17 2:15:34
164,2,166,2018-09-17 2:30:33
128,0,128,2018-09-17 2:45:32
103,0,102,2018-09-17 3:00:33
119,0,119,2018-09-17 3:15:33
105,0,97,2018-09-17 3:30:33
88,1,89,2018-09-17 3:45:33
76,1,77,2018-09-17 4:00:33
29,1,30,2018-09-17 4:15:32
18,0,18,2018-09-17 4:30:33
15,0,14,2018-09-17 4:45:32
14,0,13,2018-09-17 5:00:33
14,0,13,2018-09-17 5:15:33
14,0,13,2018-09-17 5:30:32
13,0,12,2018-09-17 5:45:33
18,0,10,2018-09-17 6:00:33
10,0,9,2018-09-17 6:15:33
10,0,9,2018-09-17 6:34:24
10,0,9,2018-09-17 6:45:32
15,0,14,2018-09-17 7:00:33
34,0,33,2018-09-17 7:15:34
40,0,39,2018-09-17 7:30:34
42,0,41,2018-09-17 7:45:34
51,0,50,2018-09-17 8:00:34
56,0,55,2018-09-17 8:15:34
126,0,125,2018-09-17 8:30:34
190,0,189,2018-09-17 8:45:34
179,0,179,2018-09-17 9:00:37
310,2,312,2018-09-17 9:15:34
507,4,511,2018-09-17 9:30:34
900,6,906,2018-09-17 9:45:34
725,16,741,2018-09-17 10:00:34
689,15,704,2018-09-17 10:15:33
808,16,824,2018-09-17 10:30:34
1092,28,1120,2018-09-17 10:45:34
827,17,844,2018-09-17 11:00:34
698,14,712,2018-09-17 11:15:34
555,15,570,2018-09-17 11:30:34
502,6,508,2018-09-17 11:45:34
384,5,389,2018-09-17 12:00:34
379,0,378,2018-09-17 12:15:34
363,2,365,2018-09-17 12:30:34
345,2,347,2018-09-17 12:45:33
322,0,322,2018-09-17 13:00:34
328,0,328,2018-09-17 13:15:34
330,5,326,2018-09-17 13:30:34
371,4,375,2018-09-17 13:45:33
337,6,343,2018-09-17 14:00:34
390,4,394,2018-09-17 14:15:34
371,6,377,2018-09-17 14:30:33
416,4,420,2018-09-17 14:45:33
410,2,412,2018-09-17 15:00:34
449,2,451,2018-09-17 15:15:33
420,4,424,2018-09-17 15:30:34
561,4,565,2018-09-17 15:45:34
578,3,581,2018-09-17 16:00:34
621,3,614,2018-09-17 16:15:33
701,5,706,2018-09-17 16:30:33
555,6,561,2018-09-17 16:45:33
491,5,496,2018-09-17 17:00:34
630,5,635,2018-09-17 17:30:34
637,10,647,2018-09-17 17:45:34
564,6,570,2018-09-17 18:00:33
598,7,605,2018-09-17 18:15:33
592,5,597,2018-09-17 18:30:33
597,3,600,2018-09-17 18:45:34
584,2,586,2018-09-17 19:00:34
769,9,778,2018-09-17 19:15:33
706,1,707,2018-09-17 19:30:33
853,4,857,2018-09-17 19:45:34
818,5,823,2018-09-17 20:00:33
1147,10,1157,2018-09-17 20:15:33
1145,14,1159,2018-09-17 20:30:33
1131,14,1145,2018-09-17 20:45:34
1026,4,1020,2018-09-17 21:00:33
999,10,1009,2018-09-17 21:15:33
930,12,942,2018-09-17 21:30:33
955,14,969,2018-09-17 21:45:32
795,10,805,2018-09-17 22:00:33
854,5,859,2018-09-17 22:15:33
775,1,776,2018-09-17 22:30:33
671,3,674,2018-09-17 22:45:32
580,4,577,2018-09-17 23:00:33
582,3,585,2018-09-17 23:15:33
514,4,512,2018-09-17 23:30:33
426,5,431,2018-09-17 23:45:32
372,2,374,2018-09-18 0:00:33
423,4,427,2018-09-18 0:15:33
352,6,358,2018-09-18 0:30:32
260,3,263,2018-09-18 0:45:32
244,3,247,2018-09-18 1:00:33
268,4,272,2018-09-18 1:15:33
268,5,273,2018-09-18 1:30:33
213,0,213,2018-09-18 1:45:32
235,2,237,2018-09-18 2:00:35
228,3,231,2018-09-18 2:15:33
191,4,195,2018-09-18 2:30:32
161,3,164,2018-09-18 2:45:32
135,1,136,2018-09-18 3:00:33
117,0,116,2018-09-18 3:15:32
88,0,88,2018-09-18 3:30:32
93,0,93,2018-09-18 3:45:33
96,0,96,2018-09-18 4:00:32
49,0,49,2018-09-18 4:15:32
41,0,40,2018-09-18 4:30:32
39,0,38,2018-09-18 4:45:32
37,0,36,2018-09-18 5:00:33
36,0,35,2018-09-18 5:15:32
36,0,35,2018-09-18 5:30:32
35,0,34,2018-09-18 5:45:33
35,0,34,2018-09-18 6:00:32
34,0,33,2018-09-18 6:15:32
19,0,18,2018-09-18 6:34:11
19,0,18,2018-09-18 6:45:32
26,0,25,2018-09-18 7:00:32
38,0,37,2018-09-18 7:15:34
43,0,42,2018-09-18 7:30:34
56,0,55,2018-09-18 7:45:33
55,0,54,2018-09-18 8:00:34
70,0,66,2018-09-18 8:15:34
134,0,126,2018-09-18 8:30:34
200,0,199,2018-09-18 8:45:33
125,0,118,2018-09-18 9:00:34
61,0,60,2018-09-18 9:15:33
146,0,145,2018-09-18 9:30:34
320,2,322,2018-09-18 9:45:34
278,2,280,2018-09-18 10:00:34
168,3,171,2018-09-18 10:15:33
82,2,84,2018-09-18 10:30:34
78,0,78,2018-09-18 10:45:34
93,0,92,2018-09-18 11:00:34
152,0,152,2018-09-18 11:15:33
125,1,126,2018-09-18 11:30:33
113,1,114,2018-09-18 11:45:34
109,0,99,2018-09-18 12:00:34
133,0,129,2018-09-18 12:15:34
149,0,148,2018-09-18 12:30:34
196,1,197,2018-09-18 12:45:34
207,1,208,2018-09-18 13:00:33
260,0,260,2018-09-18 13:15:34
275,0,275,2018-09-18 13:30:33
317,0,317,2018-09-18 13:45:33
305,1,306,2018-09-18 14:00:33
338,2,334,2018-09-18 14:15:33
329,2,331,2018-09-18 14:30:33
410,0,410,2018-09-18 14:45:33
379,0,379,2018-09-18 15:00:33
455,3,458,2018-09-18 15:15:33
473,5,478,2018-09-18 15:30:34
519,4,523,2018-09-18 15:45:32
529,5,534,2018-09-18 16:00:34
656,1,657,2018-09-18 16:15:33
603,9,612,2018-09-18 16:30:34
657,7,664,2018-09-18 16:45:33
525,1,526,2018-09-18 17:00:33
598,2,600,2018-09-18 17:15:33
515,6,521,2018-09-18 17:30:33
562,3,565,2018-09-18 17:45:33
494,4,498,2018-09-18 18:00:33
586,6,592,2018-09-18 18:15:35
480,5,485,2018-09-18 18:30:32
420,3,422,2018-09-18 18:45:33
308,5,313,2018-09-18 19:00:32
454,2,456,2018-09-18 19:15:32
523,4,527,2018-09-18 19:30:32
681,6,687,2018-09-18 19:45:32
725,4,726,2018-09-18 20:00:33
1002,8,1010,2018-09-18 20:15:33
990,10,1000,2018-09-18 20:30:33
993,12,1000,2018-09-18 20:45:33
858,8,866,2018-09-18 21:00:33
883,13,896,2018-09-18 21:15:32
827,7,834,2018-09-18 21:30:33
803,7,802,2018-09-18 21:45:33
724,8,732,2018-09-18 22:00:33
750,4,754,2018-09-18 22:15:33
680,3,683,2018-09-18 22:30:33
644,7,651,2018-09-18 22:45:32
657,5,662,2018-09-18 23:00:32
668,10,678,2018-09-18 23:15:32
559,6,565,2018-09-18 23:30:33
506,6,512,2018-09-18 23:45:33
396,6,402,2018-09-19 0:00:32
384,6,390,2018-09-19 0:15:32
330,6,336,2018-09-19 0:30:32
300,8,308,2018-09-19 0:45:32
288,7,295,2018-09-19 1:00:34
292,8,300,2018-09-19 1:15:32
283,6,289,2018-09-19 1:30:32
275,4,273,2018-09-19 1:45:32
228,6,234,2018-09-19 2:00:33
247,2,249,2018-09-19 2:15:32
229,4,233,2018-09-19 2:30:32
171,3,174,2018-09-19 2:45:32
149,5,154,2018-09-19 3:00:32
108,7,115,2018-09-19 3:15:32
110,3,103,2018-09-19 3:30:32
85,1,86,2018-09-19 3:45:32
83,1,84,2018-09-19 4:00:32
36,1,37,2018-09-19 4:15:32
23,1,24,2018-09-19 4:30:32
21,1,22,2018-09-19 4:45:31
21,1,22,2018-09-19 5:00:32
20,1,21,2018-09-19 5:15:32
20,1,21,2018-09-19 5:30:32
20,1,21,2018-09-19 5:45:32
20,1,21,2018-09-19 6:00:33
20,1,21,2018-09-19 6:15:31
20,1,21,2018-09-19 6:34:24
20,1,21,2018-09-19 6:45:31
28,1,25,2018-09-19 7:00:32
47,1,39,2018-09-19 7:15:33
37,1,38,2018-09-19 7:30:33
68,1,59,2018-09-19 7:45:33
53,1,54,2018-09-19 8:00:34
72,1,73,2018-09-19 8:15:33
147,2,149,2018-09-19 8:30:34
236,1,236,2018-09-19 8:45:33
199,2,201,2018-09-19 9:00:33
326,4,330,2018-09-19 9:15:33
523,5,528,2018-09-19 9:30:33
954,8,962,2018-09-19 9:45:33
785,9,794,2018-09-19 10:00:33
907,17,924,2018-09-19 10:30:33
1160,26,1186,2018-09-19 10:45:33
896,21,917,2018-09-19 11:00:33
790,16,806,2018-09-19 11:15:33
631,14,645,2018-09-19 11:30:33
594,11,605,2018-09-19 11:45:33
445,7,452,2018-09-19 12:00:34
374,7,381,2018-09-19 12:15:33
362,5,367,2018-09-19 12:30:33
432,6,438,2018-09-19 12:45:33
351,6,357,2018-09-19 13:00:33
361,3,364,2018-09-19 13:15:33
351,4,355,2018-09-19 13:30:33
446,3,449,2018-09-19 13:45:32
394,2,396,2018-09-19 14:00:33
447,5,452,2018-09-19 14:15:42
442,3,445,2018-09-19 14:30:34
493,4,497,2018-09-19 14:45:41
450,5,455,2018-09-19 15:00:36
520,7,527,2018-09-19 15:15:33
506,5,511,2018-09-19 15:30:33
580,2,582,2018-09-19 15:45:32
576,4,580,2018-09-19 16:00:38
785,7,792,2018-09-19 16:15:33
671,15,686,2018-09-19 16:30:33
681,12,693,2018-09-19 16:45:32
526,8,534,2018-09-19 17:00:33
676,14,690,2018-09-19 17:15:33
525,8,533,2018-09-19 17:30:32
643,5,648,2018-09-19 17:45:33
546,7,553,2018-09-19 18:00:33
614,8,622,2018-09-19 18:15:32
559,7,566,2018-09-19 18:30:32
652,8,660,2018-09-19 18:45:32
562,7,569,2018-09-19 19:00:33
732,9,741,2018-09-19 19:15:32
750,13,763,2018-09-19 19:30:33
867,11,878,2018-09-19 19:45:32
802,10,812,2018-09-19 20:00:33
1115,12,1127,2018-09-19 20:15:33
1077,15,1092,2018-09-19 20:30:32
1123,12,1135,2018-09-19 20:45:32
1079,13,1092,2018-09-19 21:00:32
1070,10,1080,2018-09-19 21:15:32
988,10,998,2018-09-19 21:30:33
943,8,951,2018-09-19 21:45:32
849,10,859,2018-09-19 22:00:33
878,9,887,2018-09-19 22:15:32
824,5,829,2018-09-19 22:30:32
771,4,775,2018-09-19 22:45:32
679,7,680,2018-09-19 23:00:32
656,3,659,2018-09-19 23:15:32
575,5,580,2018-09-19 23:30:32
476,6,482,2018-09-19 23:45:32
414,6,420,2018-09-20 0:00:32
426,6,432,2018-09-20 0:15:32
372,4,376,2018-09-20 0:30:32
300,3,303,2018-09-20 0:45:31
304,3,307,2018-09-20 1:00:32
337,3,340,2018-09-20 1:15:32
285,4,289,2018-09-20 1:30:32
287,5,292,2018-09-20 1:45:32
266,2,268,2018-09-20 2:00:40
223,2,225,2018-09-20 2:15:32
246,7,253,2018-09-20 2:30:32
182,5,187,2018-09-20 2:45:32
158,1,159,2018-09-20 3:00:33
143,2,145,2018-09-20 3:15:32
115,1,116,2018-09-20 3:30:31
108,0,108,2018-09-20 3:45:32
109,0,103,2018-09-20 4:00:31
43,0,43,2018-09-20 4:15:31
25,0,25,2018-09-20 4:30:32
22,0,22,2018-09-20 4:45:31
22,0,22,2018-09-20 5:00:32
21,0,21,2018-09-20 5:15:31
21,0,21,2018-09-20 5:30:32
20,0,20,2018-09-20 5:45:31
21,0,17,2018-09-20 6:00:32
18,0,17,2018-09-20 6:15:31
18,0,17,2018-09-20 6:34:30
18,0,17,2018-09-20 6:45:31
20,0,19,2018-09-20 7:00:32
43,0,33,2018-09-20 7:15:33
33,0,31,2018-09-20 7:30:33
60,0,59,2018-09-20 7:45:34
46,0,45,2018-09-20 8:00:33
70,0,69,2018-09-20 8:15:33
120,1,121,2018-09-20 8:30:39
207,0,206,2018-09-20 8:45:33
194,0,194,2018-09-20 9:00:33
304,1,305,2018-09-20 9:15:32
498,3,501,2018-09-20 9:30:34
915,7,922,2018-09-20 9:45:33
752,13,765,2018-09-20 10:00:33
815,13,819,2018-09-20 10:15:32
911,12,923,2018-09-20 10:30:33
1106,20,1126,2018-09-20 10:45:32
914,18,932,2018-09-20 11:00:33
775,18,792,2018-09-20 11:15:33
611,12,623,2018-09-20 11:30:32
523,7,530,2018-09-20 11:45:33
374,3,377,2018-09-20 12:00:33
400,2,402,2018-09-20 12:15:32
393,5,398,2018-09-20 12:30:33
422,4,426,2018-09-20 12:45:32
404,6,410,2018-09-20 13:15:33
388,4,392,2018-09-20 13:30:32
449,5,454,2018-09-20 13:45:32
448,2,444,2018-09-20 14:15:33
401,3,404,2018-09-20 14:30:32
475,6,481,2018-09-20 14:45:32
469,6,475,2018-09-20 15:00:32
535,3,538,2018-09-20 15:15:32
516,3,519,2018-09-20 15:30:32
579,6,585,2018-09-20 15:45:32
542,10,552,2018-09-20 16:00:33
765,8,773,2018-09-20 16:15:32
659,8,667,2018-09-20 16:30:35
783,10,793,2018-09-20 16:45:32
599,8,607,2018-09-20 17:00:33
656,7,663,2018-09-20 17:15:32
567,8,575,2018-09-20 17:30:33
537,11,548,2018-09-20 17:45:32
530,11,541,2018-09-20 18:00:32
609,5,614,2018-09-20 18:15:32
542,11,553,2018-09-20 18:30:32
658,11,669,2018-09-20 18:45:32
567,10,577,2018-09-20 19:00:32
732,10,740,2018-09-20 19:15:32
748,12,760,2018-09-20 19:30:32
829,16,845,2018-09-20 19:45:32
809,12,821,2018-09-20 20:00:32
1075,5,1080,2018-09-20 20:15:32
1052,8,1060,2018-09-20 20:30:32
1063,12,1075,2018-09-20 20:45:32
983,9,992,2018-09-20 21:00:32
1052,13,1055,2018-09-20 21:15:32
939,15,954,2018-09-20 21:30:32
945,12,957,2018-09-20 21:45:31
825,9,830,2018-09-20 22:00:32
903,9,912,2018-09-20 22:15:32
820,8,828,2018-09-20 22:30:32
822,6,828,2018-09-20 22:45:32
759,6,765,2018-09-20 23:00:31
706,14,720,2018-09-20 23:15:32
603,8,611,2018-09-20 23:30:31
528,7,535,2018-09-20 23:45:32
409,4,410,2018-09-21 0:00:31
430,5,435,2018-09-21 0:15:31
386,1,387,2018-09-21 0:30:32
356,5,361,2018-09-21 0:45:31
326,4,330,2018-09-21 1:00:32
337,4,341,2018-09-21 1:15:31
290,1,291,2018-09-21 1:30:32
312,0,312,2018-09-21 1:45:31
335,1,336,2018-09-21 2:00:40
318,5,323,2018-09-21 2:15:32
293,8,291,2018-09-21 2:30:32
238,7,245,2018-09-21 2:45:31
215,4,219,2018-09-21 3:00:32
181,4,185,2018-09-21 3:15:31
154,1,148,2018-09-21 3:30:32
122,0,122,2018-09-21 3:45:31
123,1,124,2018-09-21 4:00:32
95,1,92,2018-09-21 4:15:31
86,0,85,2018-09-21 4:30:31
67,0,67,2018-09-21 4:45:31
79,0,71,2018-09-21 5:00:32
45,0,45,2018-09-21 5:15:31
38,0,35,2018-09-21 5:30:31
35,0,35,2018-09-21 5:45:32
34,0,33,2018-09-21 6:00:31
33,0,32,2018-09-21 6:15:31
31,0,30,2018-09-21 6:34:19
30,0,29,2018-09-21 6:45:31
34,0,33,2018-09-21 7:00:31
58,0,57,2018-09-21 7:15:32
67,0,66,2018-09-21 7:30:36
95,0,87,2018-09-21 7:45:33
69,0,68,2018-09-21 8:00:32
102,0,101,2018-09-21 8:15:32
134,1,135,2018-09-21 8:30:34
178,0,177,2018-09-21 8:45:32
198,0,197,2018-09-21 9:00:33
314,1,315,2018-09-21 9:15:33
473,1,474,2018-09-21 9:30:32
887,7,886,2018-09-21 9:45:33
806,13,819,2018-09-21 10:00:32
773,19,785,2018-09-21 10:15:33
818,19,837,2018-09-21 10:30:32
1010,30,1040,2018-09-21 10:45:33
794,26,820,2018-09-21 11:00:32
682,12,694,2018-09-21 11:15:32
556,7,562,2018-09-21 11:30:32
522,6,528,2018-09-21 11:45:32
394,3,397,2018-09-21 12:00:33
394,2,396,2018-09-21 12:15:32
418,6,424,2018-09-21 12:30:32
461,5,466,2018-09-21 12:45:32
398,2,397,2018-09-21 13:00:32
432,3,435,2018-09-21 13:15:32
379,4,373,2018-09-21 13:30:32
428,3,431,2018-09-21 13:45:33
452,4,456,2018-09-21 14:00:32
491,4,495,2018-09-21 14:15:32
510,5,515,2018-09-21 14:30:32
538,3,541,2018-09-21 14:45:32
444,1,441,2018-09-21 15:00:33
531,5,536,2018-09-21 15:15:32
525,4,529,2018-09-21 15:30:32
611,9,620,2018-09-21 15:45:32
542,4,546,2018-09-21 16:00:31
809,5,814,2018-09-21 16:15:32
748,9,757,2018-09-21 16:30:32
861,7,868,2018-09-21 16:45:32
660,9,669,2018-09-21 17:00:33
852,17,869,2018-09-21 17:15:32
736,17,753,2018-09-21 17:30:32
710,13,723,2018-09-21 17:45:32
571,12,583,2018-09-21 18:00:32
639,16,655,2018-09-21 18:15:31
628,5,633,2018-09-21 18:30:32
678,4,682,2018-09-21 18:45:31
623,8,631,2018-09-21 19:00:32
678,9,687,2018-09-21 19:15:31
729,8,737,2018-09-21 19:30:31
737,6,743,2018-09-21 19:45:31
722,8,730,2018-09-21 20:00:32
803,6,809,2018-09-21 20:15:31
789,14,803,2018-09-21 20:30:31
789,15,804,2018-09-21 20:45:31
749,6,755,2018-09-21 21:00:31
689,7,696,2018-09-21 21:15:31
690,5,695,2018-09-21 21:30:31
713,6,718,2018-09-21 21:45:30
700,2,702,2018-09-21 22:00:31
749,3,752,2018-09-21 22:15:31
691,3,694,2018-09-21 22:30:31
652,3,655,2018-09-21 22:45:31
630,6,636,2018-09-21 23:00:31
633,6,639,2018-09-21 23:15:31
561,3,564,2018-09-21 23:30:31
457,2,459,2018-09-21 23:45:31
460,2,462,2018-09-22 0:00:31
455,5,460,2018-09-22 0:15:31
463,6,469,2018-09-22 0:30:32
426,2,428,2018-09-22 0:45:31
380,5,385,2018-09-22 1:00:32
408,9,417,2018-09-22 1:15:31
386,8,394,2018-09-22 1:30:32
413,3,416,2018-09-22 1:45:31
378,5,383,2018-09-22 2:00:41
409,5,414,2018-09-22 2:15:31
355,6,361,2018-09-22 2:30:31
331,6,337,2018-09-22 2:45:30
324,3,327,2018-09-22 3:00:31
307,8,315,2018-09-22 3:15:30
297,2,299,2018-09-22 3:30:31
250,3,253,2018-09-22 3:45:30
248,3,251,2018-09-22 4:00:31
301,2,303,2018-09-22 4:15:31
273,0,273,2018-09-22 4:30:31
267,1,268,2018-09-22 4:45:30
225,1,226,2018-09-22 5:00:31
203,1,204,2018-09-22 5:15:30
207,2,209,2018-09-22 5:30:31
173,2,175,2018-09-22 5:45:30
164,0,164,2018-09-22 6:00:31
130,1,131,2018-09-22 6:15:30
128,0,128,2018-09-22 6:34:24
113,0,113,2018-09-22 6:45:31
110,1,111,2018-09-22 7:00:30
117,1,115,2018-09-22 7:15:31
104,1,105,2018-09-22 7:30:32
93,2,95,2018-09-22 7:45:31
87,1,88,2018-09-22 8:00:32
84,2,86,2018-09-22 8:15:32
121,1,122,2018-09-22 8:30:33
103,1,104,2018-09-22 8:45:32
85,0,85,2018-09-22 9:00:32
118,0,118,2018-09-22 9:15:32
122,1,123,2018-09-22 9:30:32
158,1,159,2018-09-22 9:45:32
118,0,118,2018-09-22 10:00:33
131,3,134,2018-09-22 10:15:32
153,2,155,2018-09-22 10:30:32
242,0,242,2018-09-22 10:45:32
186,0,186,2018-09-22 11:00:32
196,0,195,2018-09-22 11:15:31
216,0,216,2018-09-22 11:30:32
278,2,280,2018-09-22 11:45:31
262,3,265,2018-09-22 12:00:32
244,3,247,2018-09-22 12:15:31
262,1,257,2018-09-22 12:30:32
343,1,344,2018-09-22 12:45:31
323,1,324,2018-09-22 13:00:32
360,5,365,2018-09-22 13:15:32
362,5,363,2018-09-22 13:30:32
387,6,393,2018-09-22 13:45:32
394,3,397,2018-09-22 14:00:32
392,1,393,2018-09-22 14:15:32
384,0,384,2018-09-22 14:30:32
428,6,434,2018-09-22 14:45:32
410,2,412,2018-09-22 15:00:32
424,4,428,2018-09-22 15:15:31
434,4,438,2018-09-22 15:30:32
450,3,453,2018-09-22 15:45:31
415,3,418,2018-09-22 16:00:32
440,5,445,2018-09-22 16:15:32
411,5,416,2018-09-22 16:30:31
447,2,449,2018-09-22 16:45:32
370,0,369,2018-09-22 17:00:32
344,2,346,2018-09-22 17:15:31
372,3,375,2018-09-22 17:30:32
402,2,394,2018-09-22 17:45:31
366,2,368,2018-09-22 18:00:34
413,4,417,2018-09-22 18:15:31
421,2,423,2018-09-22 18:30:31
421,6,427,2018-09-22 18:45:31
412,7,419,2018-09-22 19:00:32
448,5,453,2018-09-22 19:15:31
434,9,443,2018-09-22 19:30:31
440,10,450,2018-09-22 19:45:31
455,8,463,2018-09-22 20:00:31
461,8,469,2018-09-22 20:15:31
513,5,518,2018-09-22 20:30:31
552,3,555,2018-09-22 20:45:31
543,8,551,2018-09-22 21:00:31
568,6,574,2018-09-22 21:15:31
606,5,611,2018-09-22 21:30:31
647,6,653,2018-09-22 21:45:31
601,10,611,2018-09-22 22:00:31
606,3,609,2018-09-22 22:15:31
636,2,638,2018-09-22 22:30:31
576,8,584,2018-09-22 22:45:31
550,4,554,2018-09-22 23:00:30
462,11,473,2018-09-22 23:15:31
451,5,456,2018-09-22 23:30:30
450,4,454,2018-09-22 23:45:31
402,3,405,2018-09-23 0:00:31
396,4,400,2018-09-23 0:15:31
407,4,411,2018-09-23 0:30:30
378,5,383,2018-09-23 0:45:31
360,7,367,2018-09-23 1:00:31
372,5,377,2018-09-23 1:15:31
364,6,370,2018-09-23 1:30:31
354,3,357,2018-09-23 1:45:30
372,7,379,2018-09-23 2:00:38
358,3,361,2018-09-23 2:15:31
346,5,351,2018-09-23 2:30:31
302,4,306,2018-09-23 2:45:30
322,4,326,2018-09-23 3:00:31
370,1,371,2018-09-23 3:15:30
397,1,398,2018-09-23 3:30:31
339,3,342,2018-09-23 3:45:31
336,5,338,2018-09-23 4:00:30
313,1,314,2018-09-23 4:15:30
228,6,234,2018-09-23 4:30:30
189,2,191,2018-09-23 4:45:31
210,2,212,2018-09-23 5:00:30
199,2,201,2018-09-23 5:15:30
230,1,231,2018-09-23 5:30:30
265,2,267,2018-09-23 5:45:30
264,0,264,2018-09-23 6:00:30
219,1,220,2018-09-23 6:15:30
176,0,176,2018-09-23 6:34:21
170,0,170,2018-09-23 6:45:30
164,0,164,2018-09-23 7:00:31
134,0,134,2018-09-23 7:15:32
119,0,119,2018-09-23 7:30:31
119,0,115,2018-09-23 7:45:32
108,0,108,2018-09-23 8:00:32
114,0,114,2018-09-23 8:15:31
132,0,132,2018-09-23 8:30:33
115,1,116,2018-09-23 8:45:31
107,0,102,2018-09-23 9:00:32
101,0,101,2018-09-23 9:15:31
124,1,117,2018-09-23 9:30:31
136,0,128,2018-09-23 9:45:31
109,0,109,2018-09-23 10:00:32
128,0,128,2018-09-23 10:15:32
139,1,140,2018-09-23 10:30:31
165,0,165,2018-09-23 10:45:32
158,1,159,2018-09-23 11:00:31
162,1,155,2018-09-23 11:15:32
195,1,196,2018-09-23 11:30:31
227,0,219,2018-09-23 11:45:32
191,0,191,2018-09-23 12:00:32
199,1,200,2018-09-23 12:15:31
220,2,222,2018-09-23 12:30:32
256,3,259,2018-09-23 12:45:32
269,0,269,2018-09-23 13:00:31
307,3,310,2018-09-23 13:15:30
317,2,319,2018-09-23 13:30:31
365,4,369,2018-09-23 13:45:31
375,3,378,2018-09-23 14:00:31
336,4,340,2018-09-23 14:15:31
371,2,373,2018-09-23 14:30:32
417,2,419,2018-09-23 14:45:31
408,2,410,2018-09-23 15:00:31
368,6,374,2018-09-23 15:15:31
365,4,369,2018-09-23 15:30:32
429,2,431,2018-09-23 15:45:31
418,6,424,2018-09-23 16:00:31
421,5,426,2018-09-23 16:15:31
429,8,437,2018-09-23 16:30:31
425,4,429,2018-09-23 16:45:31
399,1,396,2018-09-23 17:00:32
352,2,354,2018-09-23 17:15:31
375,4,379,2018-09-23 17:30:31
397,6,403,2018-09-23 17:45:31
396,2,398,2018-09-23 18:00:31
417,0,416,2018-09-23 18:15:31
444,1,445,2018-09-23 18:30:31
462,4,466,2018-09-23 18:45:31
451,7,458,2018-09-23 19:00:31
445,7,443,2018-09-23 19:15:31
456,6,462,2018-09-23 19:30:30
439,5,444,2018-09-23 19:45:31
458,6,464,2018-09-23 20:00:31
442,9,451,2018-09-23 20:15:30
448,8,456,2018-09-23 20:30:30
534,6,533,2018-09-23 20:45:31
515,4,519,2018-09-23 21:00:30
572,5,577,2018-09-23 21:15:31
563,8,571,2018-09-23 21:30:30
585,10,595,2018-09-23 21:45:31
555,6,561,2018-09-23 22:00:30
571,6,577,2018-09-23 22:15:30
545,7,552,2018-09-23 22:30:30
510,5,515,2018-09-23 22:45:30
468,0,468,2018-09-23 23:00:30
