queries/correct,queries/error,users,timestamp
318,2,320,2018-08-14 14:45:19
297,0,297,2018-08-14 15:00:18
294,2,296,2018-08-14 15:15:19
341,1,342,2018-08-14 15:30:18
360,1,361,2018-08-14 15:45:19
328,2,330,2018-08-14 16:00:18
387,0,387,2018-08-14 16:15:19
355,8,363,2018-08-14 16:30:18
369,6,375,2018-08-14 16:45:19
355,3,358,2018-08-14 17:00:18
492,13,505,2018-08-14 17:15:18
441,8,449,2018-08-14 17:30:18
411,3,414,2018-08-14 17:45:18
358,3,361,2018-08-14 18:00:18
425,8,433,2018-08-14 18:15:18
455,2,457,2018-08-14 18:30:18
417,2,415,2018-08-14 18:45:18
398,4,402,2018-08-14 19:00:19
501,7,505,2018-08-14 19:15:18
472,5,477,2018-08-14 19:30:18
559,4,563,2018-08-14 19:45:18
540,3,543,2018-08-14 20:00:21
682,7,689,2018-08-14 20:15:18
602,6,608,2018-08-14 20:30:18
664,7,671,2018-08-14 20:45:18
561,6,561,2018-08-14 21:00:19
622,4,626,2018-08-14 21:15:18
587,8,595,2018-08-14 21:30:18
528,3,531,2018-08-14 21:45:18
494,5,499,2018-08-14 22:00:21
538,5,543,2018-08-14 22:15:19
496,3,499,2018-08-14 22:30:18
459,4,463,2018-08-14 22:45:18
480,4,484,2018-08-14 23:00:21
492,5,497,2018-08-14 23:15:18
405,1,406,2018-08-14 23:30:18
353,0,353,2018-08-14 23:45:18
314,1,315,2018-08-15 0:00:18
325,3,328,2018-08-15 0:15:18
294,3,297,2018-08-15 0:30:18
241,2,243,2018-08-15 0:45:18
207,5,212,2018-08-15 1:00:18
266,6,272,2018-08-15 1:15:18
238,4,242,2018-08-15 1:30:17
225,2,227,2018-08-15 1:45:18
231,0,231,2018-08-15 2:00:18
264,2,266,2018-08-15 2:15:18
240,2,242,2018-08-15 2:30:18
211,2,213,2018-08-15 2:45:17
213,5,218,2018-08-15 3:00:18
189,3,192,2018-08-15 3:15:17
197,1,198,2018-08-15 3:30:18
141,2,143,2018-08-15 3:45:18
130,1,131,2018-08-15 4:00:17
114,4,118,2018-08-15 4:15:18
100,2,102,2018-08-15 4:30:17
90,1,91,2018-08-15 4:45:18
98,1,99,2018-08-15 5:00:17
90,1,91,2018-08-15 5:15:17
75,0,75,2018-08-15 5:30:17
70,0,70,2018-08-15 5:45:17
67,0,67,2018-08-15 6:00:17
67,0,67,2018-08-15 6:15:17
61,0,61,2018-08-15 6:34:20
46,0,46,2018-08-15 6:45:17
47,0,47,2018-08-15 7:00:19
59,0,59,2018-08-15 7:15:19
63,0,63,2018-08-15 7:30:19
58,0,58,2018-08-15 7:45:19
67,1,68,2018-08-15 8:00:19
76,1,77,2018-08-15 8:15:19
102,0,102,2018-08-15 8:30:19
122,1,123,2018-08-15 8:45:19
89,0,89,2018-08-15 9:00:19
108,0,108,2018-08-15 9:15:19
134,0,134,2018-08-15 9:30:19
164,1,165,2018-08-15 9:45:18
130,1,130,2018-08-15 10:00:20
141,1,142,2018-08-15 10:15:18
188,1,189,2018-08-15 10:30:19
247,1,248,2018-08-15 10:45:18
186,0,186,2018-08-15 11:00:18
170,0,170,2018-08-15 11:15:19
203,3,205,2018-08-15 11:30:18
239,1,235,2018-08-15 11:45:19
212,1,213,2018-08-15 12:00:18
214,1,215,2018-08-15 12:15:18
236,0,236,2018-08-15 12:30:18
220,1,221,2018-08-15 12:45:18
217,2,219,2018-08-15 13:00:19
231,2,233,2018-08-15 13:15:18
282,3,285,2018-08-15 13:30:19
316,3,310,2018-08-15 13:45:18
258,3,261,2018-08-15 14:00:18
282,2,284,2018-08-15 14:15:19
298,2,300,2018-08-15 14:30:18
312,0,312,2018-08-15 14:45:18
273,0,269,2018-08-15 15:00:19
315,1,312,2018-08-15 15:15:18
339,1,340,2018-08-15 15:30:18
332,0,332,2018-08-15 15:45:18
308,1,309,2018-08-15 16:00:21
332,3,335,2018-08-15 16:15:18
313,4,317,2018-08-15 16:30:19
309,3,312,2018-08-15 16:45:18
279,4,283,2018-08-15 17:00:20
295,5,300,2018-08-15 17:15:18
319,4,320,2018-08-15 17:30:18
287,4,291,2018-08-15 17:45:18
297,3,300,2018-08-15 18:00:18
359,4,363,2018-08-15 18:15:18
354,4,358,2018-08-15 18:30:18
356,2,358,2018-08-15 18:45:18
297,3,300,2018-08-15 19:00:17
349,6,355,2018-08-15 19:15:18
373,6,379,2018-08-15 19:30:17
390,5,395,2018-08-15 19:45:18
383,4,387,2018-08-15 20:00:17
418,4,422,2018-08-15 20:15:18
415,6,421,2018-08-15 20:30:17
374,7,381,2018-08-15 20:45:18
385,7,392,2018-08-15 21:00:17
404,4,408,2018-08-15 21:15:18
398,1,399,2018-08-15 21:30:17
468,2,470,2018-08-15 21:45:18
394,3,397,2018-08-15 22:00:18
435,5,440,2018-08-15 22:15:18
441,4,445,2018-08-15 22:30:17
467,2,469,2018-08-15 22:45:18
420,1,421,2018-08-15 23:00:17
392,3,391,2018-08-15 23:15:18
364,4,368,2018-08-15 23:30:17
353,1,354,2018-08-15 23:45:18
324,1,325,2018-08-16 0:00:17
294,4,298,2018-08-16 0:15:18
236,6,242,2018-08-16 0:30:17
239,6,245,2018-08-16 0:45:17
236,6,242,2018-08-16 1:00:17
269,6,275,2018-08-16 1:15:17
243,5,248,2018-08-16 1:30:18
247,4,251,2018-08-16 1:45:17
236,1,237,2018-08-16 2:00:17
243,3,246,2018-08-16 2:15:18
259,11,261,2018-08-16 2:30:17
246,8,254,2018-08-16 2:45:17
182,4,186,2018-08-16 3:00:17
164,4,168,2018-08-16 3:15:16
185,4,189,2018-08-16 3:30:17
142,5,147,2018-08-16 3:45:17
124,5,129,2018-08-16 4:00:17
46,1,47,2018-08-16 4:15:16
27,0,27,2018-08-16 4:30:17
25,0,25,2018-08-16 4:45:17
23,0,23,2018-08-16 5:00:17
23,0,23,2018-08-16 5:15:17
23,0,23,2018-08-16 5:30:17
23,0,23,2018-08-16 5:45:16
22,0,22,2018-08-16 6:00:18
22,0,22,2018-08-16 6:15:16
22,0,22,2018-08-16 6:34:13
31,0,22,2018-08-16 6:45:17
27,0,27,2018-08-16 7:00:16
57,0,57,2018-08-16 7:15:19
66,0,66,2018-08-16 7:30:18
66,0,66,2018-08-16 7:45:18
55,0,55,2018-08-16 8:00:19
78,0,78,2018-08-16 8:15:18
112,2,114,2018-08-16 8:30:18
190,2,192,2018-08-16 8:45:19
155,0,155,2018-08-16 9:00:18
199,1,200,2018-08-16 9:15:19
299,5,304,2018-08-16 9:30:18
458,4,461,2018-08-16 9:45:18
429,3,432,2018-08-16 10:00:18
401,3,404,2018-08-16 10:15:18
477,7,484,2018-08-16 10:30:18
575,13,583,2018-08-16 10:45:18
434,10,444,2018-08-16 11:00:18
387,7,394,2018-08-16 11:15:18
372,2,364,2018-08-16 11:30:18
335,3,338,2018-08-16 11:45:18
280,1,276,2018-08-16 12:00:18
249,3,252,2018-08-16 12:15:18
257,4,261,2018-08-16 12:30:19
266,5,271,2018-08-16 12:45:18
257,3,260,2018-08-16 13:00:18
264,3,267,2018-08-16 13:15:18
269,3,272,2018-08-16 13:30:18
293,3,296,2018-08-16 13:45:18
268,1,269,2018-08-16 14:00:18
274,1,275,2018-08-16 14:15:18
248,2,250,2018-08-16 14:30:17
307,5,312,2018-08-16 14:45:18
326,0,326,2018-08-16 15:00:17
360,3,363,2018-08-16 15:15:18
303,5,308,2018-08-16 15:30:17
341,6,347,2018-08-16 15:45:18
310,4,314,2018-08-16 16:00:17
324,4,328,2018-08-16 16:15:18
350,5,355,2018-08-16 16:30:17
354,7,361,2018-08-16 16:45:18
368,6,374,2018-08-16 17:00:18
470,6,476,2018-08-16 17:15:17
419,6,425,2018-08-16 17:30:18
390,5,395,2018-08-16 17:45:18
350,8,358,2018-08-16 18:00:18
440,8,448,2018-08-16 18:15:17
418,6,424,2018-08-16 18:30:18
393,7,400,2018-08-16 18:45:18
403,8,411,2018-08-16 19:00:18
517,9,526,2018-08-16 19:15:17
486,8,494,2018-08-16 19:30:18
526,4,521,2018-08-16 19:45:17
506,11,517,2018-08-16 20:00:17
684,11,695,2018-08-16 20:15:18
635,12,647,2018-08-16 20:30:17
662,10,672,2018-08-16 20:45:18
555,8,563,2018-08-16 21:00:17
638,7,642,2018-08-16 21:15:17
622,7,629,2018-08-16 21:30:17
634,6,640,2018-08-16 21:45:17
545,5,544,2018-08-16 22:00:17
586,6,592,2018-08-16 22:15:17
536,8,544,2018-08-16 22:30:17
492,6,498,2018-08-16 22:45:17
467,7,466,2018-08-16 23:00:17
501,6,507,2018-08-16 23:15:17
403,6,409,2018-08-16 23:30:17
400,6,406,2018-08-16 23:45:17
332,6,338,2018-08-17 0:00:17
372,9,381,2018-08-17 0:15:17
335,6,334,2018-08-17 0:30:17
310,5,315,2018-08-17 0:45:17
284,5,289,2018-08-17 1:00:17
323,7,330,2018-08-17 1:15:17
312,6,316,2018-08-17 1:30:17
300,6,306,2018-08-17 1:45:16
292,8,300,2018-08-17 2:00:18
279,11,290,2018-08-17 2:15:17
282,13,295,2018-08-17 2:30:17
251,6,257,2018-08-17 2:45:17
186,6,192,2018-08-17 3:00:16
193,11,204,2018-08-17 3:15:20
175,11,186,2018-08-17 3:30:17
151,6,157,2018-08-17 3:45:16
172,9,172,2018-08-17 4:00:17
120,8,128,2018-08-17 4:15:16
113,6,119,2018-08-17 4:30:17
98,7,105,2018-08-17 4:45:19
82,7,89,2018-08-17 5:00:17
54,7,61,2018-08-17 5:15:16
49,7,56,2018-08-17 5:30:16
45,7,52,2018-08-17 5:45:16
49,7,52,2018-08-17 6:00:16
43,7,50,2018-08-17 6:15:17
43,7,50,2018-08-17 6:34:23
43,6,49,2018-08-17 6:45:17
44,6,50,2018-08-17 7:00:16
76,7,83,2018-08-17 7:15:18
74,7,81,2018-08-17 7:30:18
94,7,101,2018-08-17 7:45:19
74,7,81,2018-08-17 8:00:18
87,7,94,2018-08-17 8:15:17
126,7,133,2018-08-17 8:30:18
181,6,187,2018-08-17 8:45:18
152,6,158,2018-08-17 9:00:19
225,6,231,2018-08-17 9:15:18
296,10,306,2018-08-17 9:30:17
474,12,486,2018-08-17 9:45:18
407,14,421,2018-08-17 10:00:18
395,10,405,2018-08-17 10:15:18
462,14,476,2018-08-17 10:30:18
542,20,562,2018-08-17 10:45:18
440,10,450,2018-08-17 11:00:17
381,11,392,2018-08-17 11:15:18
358,10,368,2018-08-17 11:30:18
379,11,390,2018-08-17 11:45:18
321,11,332,2018-08-17 12:00:18
280,8,288,2018-08-17 12:15:17
281,8,289,2018-08-17 12:30:18
315,10,325,2018-08-17 12:45:17
253,10,263,2018-08-17 13:00:18
292,8,300,2018-08-17 13:15:17
243,4,247,2018-08-17 13:30:18
269,6,275,2018-08-17 13:45:18
268,5,273,2018-08-17 14:00:18
289,7,288,2018-08-17 14:15:17
311,8,319,2018-08-17 14:30:17
330,4,334,2018-08-17 14:45:17
301,7,308,2018-08-17 15:00:17
337,8,345,2018-08-17 15:15:17
351,7,358,2018-08-17 15:30:18
385,4,389,2018-08-17 15:45:17
332,5,337,2018-08-17 16:00:17
144,4,148,2018-08-17 16:15:17
97,4,101,2018-08-17 16:30:17
72,4,76,2018-08-17 16:45:17
57,4,61,2018-08-17 17:00:17
69,4,73,2018-08-17 17:15:17
88,4,92,2018-08-17 17:30:17
99,4,103,2018-08-17 17:45:17
63,4,67,2018-08-17 18:00:18
82,4,86,2018-08-17 18:15:17
99,5,104,2018-08-17 18:30:18
180,8,178,2018-08-17 18:45:17
213,6,219,2018-08-17 19:00:17
331,3,334,2018-08-17 19:15:17
334,3,337,2018-08-17 19:30:17
325,2,327,2018-08-17 19:45:17
339,4,343,2018-08-17 20:00:18
439,6,445,2018-08-17 20:15:17
423,4,427,2018-08-17 20:30:17
419,3,422,2018-08-17 20:45:16
355,6,361,2018-08-17 21:00:17
409,4,413,2018-08-17 21:15:16
395,5,400,2018-08-17 21:30:17
444,1,445,2018-08-17 21:45:17
351,2,353,2018-08-17 22:00:17
342,2,344,2018-08-17 22:15:17
259,3,262,2018-08-17 22:30:17
273,2,275,2018-08-17 22:45:17
300,2,302,2018-08-17 23:00:17
322,2,324,2018-08-17 23:15:17
293,3,296,2018-08-17 23:30:16
255,4,259,2018-08-17 23:45:17
282,4,286,2018-08-18 0:00:17
316,0,316,2018-08-18 0:15:17
249,0,246,2018-08-18 0:30:16
231,1,232,2018-08-18 0:45:16
228,1,229,2018-08-18 1:00:16
213,2,215,2018-08-18 1:15:17
234,1,235,2018-08-18 1:30:17
249,2,251,2018-08-18 1:45:16
233,2,235,2018-08-18 2:00:17
217,2,219,2018-08-18 2:15:16
224,5,229,2018-08-18 2:30:16
202,3,205,2018-08-18 2:45:16
208,1,199,2018-08-18 3:00:16
166,1,167,2018-08-18 3:15:17
201,2,203,2018-08-18 3:30:16
159,0,159,2018-08-18 3:45:17
111,2,113,2018-08-18 4:00:16
116,0,116,2018-08-18 4:15:17
126,3,129,2018-08-18 4:30:16
128,0,128,2018-08-18 4:45:16
113,0,113,2018-08-18 5:00:16
131,2,133,2018-08-18 5:15:16
138,1,139,2018-08-18 5:30:16
121,1,122,2018-08-18 5:45:16
108,0,108,2018-08-18 6:00:16
131,0,131,2018-08-18 6:15:16
124,0,124,2018-08-18 6:34:27
107,0,107,2018-08-18 6:45:16
103,0,103,2018-08-18 7:00:17
90,1,91,2018-08-18 7:15:17
83,1,84,2018-08-18 7:30:18
102,1,103,2018-08-18 7:45:18
87,0,85,2018-08-18 8:00:18
108,0,104,2018-08-18 8:15:17
113,1,114,2018-08-18 8:30:17
115,0,115,2018-08-18 8:45:18
91,0,91,2018-08-18 9:00:17
103,0,103,2018-08-18 9:15:18
115,0,115,2018-08-18 9:30:17
147,0,147,2018-08-18 9:45:18
107,0,107,2018-08-18 10:00:17
121,1,122,2018-08-18 10:15:17
139,2,141,2018-08-18 10:30:17
160,2,162,2018-08-18 10:45:17
148,0,148,2018-08-18 11:00:18
177,1,178,2018-08-18 11:15:17
196,123,73,2018-08-18 11:30:19
256,126,130,2018-08-18 11:45:17
231,136,95,2018-08-18 12:00:19
213,131,82,2018-08-18 12:15:17
234,112,122,2018-08-18 12:30:17
270,117,153,2018-08-18 12:45:17
248,123,125,2018-08-18 13:00:16
263,134,129,2018-08-18 13:15:17
282,122,160,2018-08-18 13:30:17
327,117,210,2018-08-18 13:45:17
285,117,168,2018-08-18 14:00:17
317,134,183,2018-08-18 14:15:17
357,142,213,2018-08-18 14:30:16
331,135,196,2018-08-18 14:45:17
334,135,199,2018-08-18 15:00:17
368,139,229,2018-08-18 15:15:17
318,118,200,2018-08-18 15:30:16
360,2,362,2018-08-18 15:45:17
355,2,357,2018-08-18 16:00:16
345,2,347,2018-08-18 16:15:17
345,2,347,2018-08-18 16:30:16
330,3,333,2018-08-18 16:45:17
327,0,327,2018-08-18 17:00:17
314,0,314,2018-08-18 17:15:16
342,0,342,2018-08-18 17:30:16
338,0,338,2018-08-18 17:45:17
309,3,312,2018-08-18 18:00:17
384,4,388,2018-08-18 18:15:16
383,8,391,2018-08-18 18:30:16
365,4,369,2018-08-18 18:45:16
357,4,361,2018-08-18 19:00:16
398,6,404,2018-08-18 19:15:16
376,2,376,2018-08-18 19:30:16
419,4,423,2018-08-18 19:45:17
358,7,365,2018-08-18 20:00:16
374,6,380,2018-08-18 20:15:17
397,7,404,2018-08-18 20:30:16
397,7,404,2018-08-18 20:45:17
404,7,411,2018-08-18 21:00:17
415,6,421,2018-08-18 21:15:16
407,6,413,2018-08-18 21:30:16
401,6,407,2018-08-18 21:45:16
374,6,380,2018-08-18 22:00:16
421,6,427,2018-08-18 22:15:16
398,10,408,2018-08-18 22:30:15
381,6,387,2018-08-18 22:45:16
376,3,379,2018-08-18 23:00:15
440,8,448,2018-08-18 23:15:16
348,5,353,2018-08-18 23:30:15
323,3,326,2018-08-18 23:45:16
324,4,328,2018-08-19 0:00:17
337,9,346,2018-08-19 0:15:16
271,6,276,2018-08-19 0:30:16
221,3,224,2018-08-19 0:45:16
217,3,220,2018-08-19 1:00:16
238,4,242,2018-08-19 1:15:16
175,6,181,2018-08-19 1:30:16
210,5,215,2018-08-19 1:45:15
219,5,218,2018-08-19 2:00:17
260,3,263,2018-08-19 2:15:16
321,5,326,2018-08-19 2:30:16
286,2,288,2018-08-19 2:45:16
235,2,237,2018-08-19 3:00:16
240,3,243,2018-08-19 3:15:15
239,4,243,2018-08-19 3:30:16
143,2,145,2018-08-19 3:45:16
145,3,148,2018-08-19 4:00:16
152,3,155,2018-08-19 4:15:15
147,4,151,2018-08-19 4:30:16
120,3,115,2018-08-19 4:45:15
113,2,115,2018-08-19 5:00:16
110,3,113,2018-08-19 5:15:15
106,3,109,2018-08-19 5:30:16
82,4,86,2018-08-19 5:45:15
76,2,78,2018-08-19 6:00:15
74,2,76,2018-08-19 6:15:15
84,5,89,2018-08-19 6:34:07
68,3,71,2018-08-19 6:45:15
67,4,71,2018-08-19 7:00:16
70,4,69,2018-08-19 7:15:17
77,3,80,2018-08-19 7:30:17
66,3,69,2018-08-19 7:45:17
74,2,76,2018-08-19 8:00:17
84,3,86,2018-08-19 8:15:17
93,2,95,2018-08-19 8:30:20
94,3,97,2018-08-19 8:45:17
67,1,61,2018-08-19 9:00:18
83,1,84,2018-08-19 9:15:17
88,1,89,2018-08-19 9:30:17
118,1,119,2018-08-19 9:45:16
78,2,80,2018-08-19 10:00:18
102,2,104,2018-08-19 10:15:16
103,4,107,2018-08-19 10:30:17
128,2,130,2018-08-19 10:45:16
110,2,112,2018-08-19 11:00:18
129,2,131,2018-08-19 11:15:16
163,2,165,2018-08-19 11:30:17
198,1,199,2018-08-19 11:45:16
163,2,165,2018-08-19 12:00:17
178,1,179,2018-08-19 12:15:17
178,1,179,2018-08-19 12:30:17
192,2,194,2018-08-19 12:45:17
201,1,200,2018-08-19 13:00:17
213,3,216,2018-08-19 13:15:16
207,3,210,2018-08-19 13:30:17
273,2,275,2018-08-19 13:45:16
253,2,255,2018-08-19 14:00:17
239,5,244,2018-08-19 14:15:16
253,5,258,2018-08-19 14:30:17
263,3,266,2018-08-19 14:45:16
254,2,256,2018-08-19 15:00:17
260,2,262,2018-08-19 15:15:16
259,2,261,2018-08-19 15:30:16
288,4,292,2018-08-19 15:45:17
295,6,301,2018-08-19 16:00:16
291,5,296,2018-08-19 16:15:17
303,4,307,2018-08-19 16:30:16
286,3,289,2018-08-19 16:45:16
265,2,267,2018-08-19 17:00:16
313,2,308,2018-08-19 17:15:16
289,2,291,2018-08-19 17:30:16
296,3,299,2018-08-19 17:45:17
283,1,284,2018-08-19 18:00:16
326,2,328,2018-08-19 18:15:16
313,1,310,2018-08-19 18:30:16
340,5,345,2018-08-19 18:45:16
332,5,337,2018-08-19 19:00:16
342,5,343,2018-08-19 19:15:17
330,4,334,2018-08-19 19:30:16
322,10,332,2018-08-19 19:45:16
315,5,320,2018-08-19 20:00:16
345,8,353,2018-08-19 20:15:16
345,10,355,2018-08-19 20:30:16
371,9,380,2018-08-19 20:45:16
347,2,349,2018-08-19 21:00:15
400,4,404,2018-08-19 21:15:16
407,4,411,2018-08-19 21:30:15
426,5,431,2018-08-19 21:45:16
396,3,399,2018-08-19 22:00:17
405,5,410,2018-08-19 22:15:15
412,6,418,2018-08-19 22:30:16
376,6,382,2018-08-19 22:45:16
337,5,342,2018-08-19 23:00:16
351,5,356,2018-08-19 23:15:15
331,3,334,2018-08-19 23:30:16
295,7,302,2018-08-19 23:45:15
265,4,269,2018-08-20 0:00:17
290,0,284,2018-08-20 0:15:15
280,0,271,2018-08-20 0:30:16
226,3,229,2018-08-20 0:45:16
210,0,210,2018-08-20 1:00:16
263,3,257,2018-08-20 1:15:15
217,3,218,2018-08-20 1:30:15
178,2,170,2018-08-20 1:45:16
203,0,203,2018-08-20 2:00:15
210,1,211,2018-08-20 2:15:16
178,2,180,2018-08-20 2:30:16
166,2,168,2018-08-20 2:45:15
146,3,149,2018-08-20 3:00:16
134,1,135,2018-08-20 3:15:15
123,1,124,2018-08-20 3:30:16
92,0,92,2018-08-20 3:45:15
103,3,106,2018-08-20 4:00:16
45,1,46,2018-08-20 4:15:15
29,0,29,2018-08-20 4:30:16
26,0,26,2018-08-20 4:45:15
21,0,21,2018-08-20 5:00:15
21,0,21,2018-08-20 5:15:15
21,0,21,2018-08-20 5:30:15
20,0,20,2018-08-20 5:45:15
18,0,18,2018-08-20 6:00:15
16,0,16,2018-08-20 6:15:15
16,0,16,2018-08-20 6:34:15
15,0,15,2018-08-20 6:45:15
21,0,21,2018-08-20 7:00:16
41,0,41,2018-08-20 7:15:16
52,0,52,2018-08-20 7:30:17
56,0,56,2018-08-20 7:45:16
43,0,43,2018-08-20 8:00:17
57,0,57,2018-08-20 8:15:16
115,1,116,2018-08-20 8:30:17
155,1,156,2018-08-20 8:45:16
121,1,122,2018-08-20 9:00:18
187,1,188,2018-08-20 9:15:16
299,5,304,2018-08-20 9:30:17
518,11,529,2018-08-20 9:45:16
420,4,424,2018-08-20 10:00:16
409,7,416,2018-08-20 10:15:16
469,7,476,2018-08-20 10:30:16
594,15,609,2018-08-20 10:45:17
518,9,527,2018-08-20 11:00:21
421,4,416,2018-08-20 11:15:17
353,5,358,2018-08-20 11:30:16
358,6,364,2018-08-20 11:45:16
280,4,284,2018-08-20 12:00:16
251,2,253,2018-08-20 12:15:16
272,1,273,2018-08-20 12:30:16
262,2,264,2018-08-20 12:45:16
239,3,242,2018-08-20 13:00:16
241,3,244,2018-08-20 13:15:16
271,4,275,2018-08-20 13:30:16
278,2,280,2018-08-20 13:45:16
305,2,298,2018-08-20 14:00:16
294,4,298,2018-08-20 14:15:16
276,2,274,2018-08-20 14:30:17
292,1,293,2018-08-20 14:45:16
314,0,314,2018-08-20 15:00:16
309,4,313,2018-08-20 15:15:16
312,3,315,2018-08-20 15:30:16
384,0,384,2018-08-20 15:45:16
386,2,388,2018-08-20 16:00:16
406,4,410,2018-08-20 16:15:42
380,7,387,2018-08-20 16:30:41
404,5,409,2018-08-20 16:45:41
352,4,356,2018-08-20 17:00:41
547,5,552,2018-08-20 17:15:40
409,7,416,2018-08-20 17:45:41
394,5,394,2018-08-20 18:00:40
457,6,463,2018-08-20 18:15:40
413,7,420,2018-08-20 18:30:39
451,7,458,2018-08-20 18:45:39
398,6,404,2018-08-20 19:00:39
507,5,512,2018-08-20 19:15:40
506,7,513,2018-08-20 19:30:39
571,1,572,2018-08-20 19:45:40
538,5,543,2018-08-20 20:00:40
734,10,744,2018-08-20 20:15:40
666,9,675,2018-08-20 20:30:40
685,7,692,2018-08-20 20:45:39
597,4,601,2018-08-20 21:00:39
622,6,628,2018-08-20 21:15:40
645,8,653,2018-08-20 21:30:39
616,8,624,2018-08-20 21:45:40
565,2,558,2018-08-20 22:00:39
598,1,599,2018-08-20 22:15:40
551,2,553,2018-08-20 22:30:39
459,1,460,2018-08-20 22:45:39
438,4,442,2018-08-20 23:00:40
478,4,482,2018-08-20 23:15:39
412,5,417,2018-08-20 23:30:39
377,1,378,2018-08-20 23:45:39
325,1,324,2018-08-21 0:00:39
329,0,329,2018-08-21 0:15:39
305,1,306,2018-08-21 0:30:39
270,3,273,2018-08-21 0:45:40
247,5,248,2018-08-21 1:00:39
260,5,259,2018-08-21 1:15:39
233,7,240,2018-08-21 1:30:39
247,3,250,2018-08-21 1:45:39
216,2,218,2018-08-21 2:00:40
249,2,251,2018-08-21 2:15:40
219,3,222,2018-08-21 2:30:39
198,1,199,2018-08-21 2:45:40
162,3,165,2018-08-21 3:00:39
159,2,161,2018-08-21 3:15:39
144,1,145,2018-08-21 3:30:38
122,3,125,2018-08-21 3:45:39
108,3,111,2018-08-21 4:00:38
41,1,42,2018-08-21 4:15:39
22,0,22,2018-08-21 4:30:39
20,0,20,2018-08-21 4:45:39
19,0,19,2018-08-21 5:00:38
19,0,19,2018-08-21 5:15:39
19,0,19,2018-08-21 5:30:38
18,0,18,2018-08-21 5:45:40
18,0,18,2018-08-21 6:00:38
18,0,18,2018-08-21 6:15:40
17,0,17,2018-08-21 6:34:14
16,0,16,2018-08-21 6:45:39
27,0,27,2018-08-21 7:00:39
42,1,43,2018-08-21 7:15:40
45,0,45,2018-08-21 7:30:40
65,0,65,2018-08-21 7:45:40
52,0,52,2018-08-21 8:00:40
71,0,71,2018-08-21 8:15:40
118,0,118,2018-08-21 8:30:40
178,1,179,2018-08-21 8:45:40
140,0,138,2018-08-21 9:00:40
192,3,195,2018-08-21 9:15:40
309,6,315,2018-08-21 9:30:40
546,6,552,2018-08-21 9:45:40
471,6,477,2018-08-21 10:00:41
477,12,489,2018-08-21 10:15:39
523,7,530,2018-08-21 10:30:40
698,13,711,2018-08-21 10:45:40
574,8,573,2018-08-21 11:00:41
430,5,435,2018-08-21 11:15:40
408,3,411,2018-08-21 11:30:40
402,2,404,2018-08-21 11:45:40
316,5,321,2018-08-21 12:00:40
293,0,293,2018-08-21 12:15:40
275,2,277,2018-08-21 12:30:40
298,4,302,2018-08-21 12:45:39
269,1,268,2018-08-21 13:00:41
290,1,291,2018-08-21 13:15:39
306,2,308,2018-08-21 13:30:40
302,2,304,2018-08-21 13:45:40
304,0,304,2018-08-21 14:00:39
323,2,325,2018-08-21 14:15:40
315,3,318,2018-08-21 14:30:39
325,3,328,2018-08-21 14:45:39
320,2,322,2018-08-21 15:00:40
387,1,388,2018-08-21 15:15:39
356,3,359,2018-08-21 15:30:39
359,1,360,2018-08-21 15:45:39
330,2,332,2018-08-21 16:00:39
403,10,411,2018-08-21 16:15:40
381,11,392,2018-08-21 16:30:39
399,6,405,2018-08-21 16:45:40
375,0,375,2018-08-21 17:00:39
577,5,582,2018-08-21 17:15:39
468,5,473,2018-08-21 17:30:39
466,4,470,2018-08-21 17:45:40
390,3,393,2018-08-21 18:00:39
458,2,460,2018-08-21 18:15:40
436,7,443,2018-08-21 18:30:39
453,4,457,2018-08-21 18:45:39
427,2,429,2018-08-21 19:00:39
535,6,536,2018-08-21 19:15:40
509,9,518,2018-08-21 19:30:39
560,6,566,2018-08-21 19:45:40
563,6,560,2018-08-21 20:00:39
735,10,745,2018-08-21 20:15:40
710,7,717,2018-08-21 20:30:40
673,4,677,2018-08-21 20:45:39
601,2,603,2018-08-21 21:00:40
668,2,670,2018-08-21 21:15:39
640,4,644,2018-08-21 21:30:39
645,7,652,2018-08-21 21:45:39
602,4,606,2018-08-21 22:00:39
587,9,596,2018-08-21 22:15:39
513,5,518,2018-08-21 22:30:38
548,4,552,2018-08-21 22:45:39
454,3,457,2018-08-21 23:00:40
490,4,494,2018-08-21 23:15:39
430,5,435,2018-08-21 23:30:38
345,2,347,2018-08-21 23:45:39
329,1,330,2018-08-22 0:00:38
351,5,356,2018-08-22 0:15:39
295,6,301,2018-08-22 0:30:39
304,3,307,2018-08-22 0:45:38
251,1,252,2018-08-22 1:00:39
271,8,279,2018-08-22 1:15:38
245,8,253,2018-08-22 1:30:38
243,2,245,2018-08-22 1:45:39
259,3,254,2018-08-22 2:00:39
274,4,278,2018-08-22 2:15:39
227,3,222,2018-08-22 2:30:39
228,3,231,2018-08-22 2:45:38
187,4,191,2018-08-22 3:00:40
179,6,185,2018-08-22 3:15:38
164,5,169,2018-08-22 3:30:39
112,7,119,2018-08-22 3:45:38
129,4,133,2018-08-22 4:00:38
41,3,44,2018-08-22 4:15:38
17,0,17,2018-08-22 4:30:39
15,0,15,2018-08-22 4:45:38
15,0,15,2018-08-22 5:00:38
15,0,15,2018-08-22 5:15:38
13,0,13,2018-08-22 5:30:38
13,0,13,2018-08-22 5:45:38
13,0,13,2018-08-22 6:00:38
12,0,12,2018-08-22 6:15:38
11,0,11,2018-08-22 6:34:16
